-711666023 958890277 -1957698866 
-976028123 565062041 795353745 
1866710778 1214534157 196291798 
-1145348190 -463260669 1097479512 
-1913645384 -123119296 -1715285222 
-278675005 -767948596 1172563194 
440765005 -1480259714 -1100251783 
-1693674260 1711875303 -193121726 
1083314649 1850400657 -701337069 
792279467 -2144755489 1380100453 
-1115063547 -933122357 -427489397 
-252357868 -1557376972 1923098494 
906026227 -1854652098 -811791158 
808039587 993432236 1513612166 
765578623 1474230857 -1020386375 
-1095011050 1046614975 -1451971385 
1638829993 714053082 -1561307664 
910397056 1605000589 1093081817 
1145352371 749537090 -1768150531 
1933838313 -1676292523 848262189 
-321218223 988162299 -1709809035 
812677689 228695868 767986299 
1283209968 797402540 1560513719 
659063221 -1770003461 1393221859 
843417340 516848965 578413259 
-1390342904 451276900 -820029486 
-695848227 -618466287 846273526 
1372102388 1631456154 931283161 
-1618221515 -1269298856 -1288398981 
1111775687 -576945855 -1721619861 
-1695299160 2078421667 1399548137 
1894298928 -1952784356 -829963549 
1607169530 -1838165236 1021876397 
725616592 1671866932 445634840 
-1451424166 1497659726 -1962054624 
1744635448 -1204719540 1724566382 
1462297946 -1986927367 -159838962 
1115624261 994927252 1525881374 
734788811 780787520 634844445 
-738662897 -1257910957 1349347228 
2146480798 -2108474834 900610142 
1222945495 -1929051691 -23271056 
-202808583 2002501469 1055997910 
2138872546 -1659706848 -1467360626 
197820314 -1175903965 1622945741 
-246666956 836234738 -383149045 
-1231602917 -1873847069 -2139620388 
-998565725 2014883233 -1035003234 
1288819977 357686891 -1768517290 
634046425 -265252547 -527065543 
-67339690 1909321368 -534998654 
1285207716 -609331612 -342228752 
601853538 1216471885 -779861899 
1242664516 -1034253530 -1486760088 
-1868416265 -1126970674 -562696098 
1202456714 261886305 -2031788539 
824883532 1504321991 -20270192 
1844310272 554530567 -34927374 
997418162 -76210057 924326437 
-1683901760 1975061213 992818923 
-2051971845 588207431 423981022 
1304730638 1017261700 82021302 
-1798158054 -12334456 -402587723 
727627317 -1725784786 1145501351 
636865316 1522302556 400738358 
-241018849 -1730830478 572162362 
784407644 1394777086 300698992 
1925270810 1863570078 -925003611 
1992756080 980666423 16615818 
-971651792 1419894889 -993597313 
936362517 1987442107 -197520497 
313809466 1931920305 -8893997 
1932545354 1212921110 -29754678 
37043828 -173505599 694621146 
-1638043449 -1428574253 -131312375 
-1071801809 -715483878 -1256455402 
-1135025463 1723842730 174634351 
1691944260 1213813313 1804335229 
-36113601 2036912419 1794426017 
-612124027 -491985145 1413283111 
788491344 1955688296 -2031288239 
1442760387 482051542 -1921152428 
-530104539 509706449 -855226744 
-935847085 745882548 1139856743 
1591337887 -815954207 590374850 
590050244 1710818486 -124282703 
24152565 -946571718 390788361 
-1115322968 98655545 1479488407 
-924340420 1141655863 1239133050 
1284314391 -1094447835 1861077868 
-1628145445 -180638675 407087027 
-107458248 -1767655422 818470069 
-506893245 -262034 -1910876781 
-1123354476 1722916417 -1654908472 
359519213 -1452795776 -39750624 
765746970 176134328 1711011121 
-528364649 732778238 -1086192719 
-933196233 -1647674036 591150895 
1076821273 1728276037 -2058734656 
-1141004627 -1716495743 952484495 
535135996 1307734721 698414120 
-1461648144 -1425446272 399190687 
451060397 -1468399614 -1828747676 
-273713330 43675580 -406052563 
-1331378847 -1679170649 211568708 
-1368976116 -461747790 1390003305 
-2094228865 -2657815 -1663105749 
265536309 130829648 555317669 
25341223 -959537812 976537672 
-1634299951 -138940063 -1039870575 
-1589741155 1099988752 -723853862 
1097380368 1127526534 -271910950 
-513160300 2021060627 2031150350 
1780298002 -1801137508 1999686217 
-691076099 1349997939 -1295200758 
1080802658 1155756334 427687777 
-53537686 997563273 -732165848 
-2086497699 -598580627 1607212980 
-1757695159 -561235635 -84220912 
462030328 -1675155379 -630894814 
1695772845 1406813675 1147205430 
535163577 884540521 -392558749 
-498352772 1603356674 1080149845 
857285110 1129558420 -26970226 
35558745 467416927 464179969 
-1595953411 -473124847 -1457724549 
-1089514128 -19408907 -257925602 
1476719330 -267896013 -495186428 
123129118 -1174532119 -1612704893 
644345755 -22691176 760422447 
-130670088 -859876883 -37838569 
-2122010324 1187092520 -1210390916 
1368288165 1928269952 -725731331 
-996587882 -391961983 696267806 
266189430 1242256206 -388141111 
746528961 2008599003 -2129521835 
698921528 -234231426 976835389 
998058833 -803337003 873664302 
891683537 -1489911525 -600110534 
364077777 -276807291 1259619996 
-2008626239 -1620563557 911968833 
287261023 -1820407401 1595638632 
-650300886 -1225333768 -1313146118 
-538881325 79792251 -1130978081 
-1469499525 1742731943 -1198300598 
265596238 -1056935505 -1343704331 
-1437972434 -1804598587 -1131716115 
-629442467 692541418 996145517 
2084791841 464430257 -1030082351 
-1502547403 112638010 -695543347 
706278331 -1234201700 1146768448 
-1609551624 -1554566685 1488091310 
-1228520358 126259324 269504192 
348627248 -949997627 -1655218714 
-1263676532 -2366001 1535658201 
-1917747024 1336395571 260012144 
-1358312205 1539722733 -803619614 
609738962 -1866052574 2134503378 
-698820890 1430786752 2126956646 
-1443244786 108482041 87971169 
-1851542329 -1797814282 -1471150938 
1324637950 1935597306 1247780095 
560070084 335133626 -1490257823 
-1811275215 -815797172 1320695906 
1200303601 -2040814462 953348152 
-140510362 584323883 -1856695446 
1863451903 1397098019 2086419881 
-2057458735 1761882286 -1891477121 
1307051030 55264721 362810505 
-454900542 2026301414 512246602 
-261500113 139541797 -1514782853 
1542854742 1657113858 240139161 
422881116 596146384 955031626 
1679442025 -1264011308 -21113918 
821812045 -399402774 -1298369766 
-96951980 -541002702 -1999634264 
-439741306 615997722 2083485826 
1417780762 -459381218 -689310123 
-727218734 -1753901301 -1491971162 
871411059 1917715091 1168465976 
-112839428 -1391789509 1143289759 
-1627997364 1379952489 -771658863 
-1806592806 -717173387 1057888382 
1606862878 -171024479 1554342048 
1637655214 812934522 -6399784 
1784444131 -893677808 1830463010 
265956649 1719971263 -72128939 
-915404478 -1598656363 -165956951 
-1925971460 -1945101899 -725784962 
-264367365 -1343249058 1917636644 
-211921180 1088724711 -691583487 
1912184634 -996778200 -1374989988 
-102959925 905105594 1179406939 
1960747781 -1715685583 -405212409 
-153663834 1422625893 -546830303 
-1130381177 -193250037 1186886644 
1275994102 2127238476 332545005 
-238046586 430652484 1219191111 
-1375463592 703856380 8288646 
-659054759 -1158491980 1790397220 
-1077283820 -1454428948 -1919442722 
799942627 1117427392 69721156 
1137593171 -2065458764 -1791904434 
-878343604 575902170 -1077547801 
-28336356 -1408504513 -2102590723 
1164791412 880246456 1636223602 
-948049484 362388881 571276364 
-236789826 1251165960 568241670 
2067814676 1371329523 2001317059 
-1323332130 1995543278 2030299293 
1404806497 -1688912385 -1003228300 
-1983332029 569424933 157405672 
2063933448 -1380482654 -88795225 
-1034497105 1747092067 1233927132 
2041602108 660688916 -388237291 
1000313712 -156610988 -1783983868 
782583593 2059403127 -1106436192 
1332161467 364745339 1731156756 
1535115788 892180739 -1241103817 
-1363192302 -256778307 -207953737 
-936535254 1951311787 -144862671 
337719959 -2037581920 275281188 
2127034238 -1328007232 -2122256385 
-583886739 -1447445991 -875321875 
-1554040463 905011885 896173618 
-257386162 615465996 660785332 
1763908155 -121265021 1790723023 
569664682 -1944661952 -799394546 
1974098463 1848154751 16168558 
1913130236 -2117365875 871415660 
-107781573 -1269221793 972621080 
-206125236 47053829 327666415 
2128187672 1050514016 -1228454058 
-1221165383 -1079206412 -1785292629 
1934454381 -467015519 -120491826 
1229259423 -1434897300 1924872490 
657292774 -1886044916 1099508746 
384931074 -1448649839 128403199 
105466226 -1178060728 -769906767 
1002527199 504071279 -1721139708 
237956573 -1099167023 -684345908 
-947755440 -2091163203 -1691853830 
-1372275079 -1892193397 1589658389 
1418810786 1738686249 1390906068 
76980776 -1599562365 -1457446177 
431795474 1318857943 673198689 
-1412820357 -152089191 344042490 
1664842228 1636306213 1369881417 
-557305068 1966674348 2074408760 
-679424483 178688111 -221073073 
1724104602 -2110575923 935050730 
1878582158 -1459483453 45960175 
1052918050 26661332 326565012 
1060320447 -556613006 1669782412 
-177481027 431210926 2137155529 
-267701743 1166410047 -636751247 
-77940039 -660449785 -1664494506 
-2023331592 -328289788 1124621905 
1096932481 261411987 -1177807212 
384325359 406371397 -1889433006 
1535257400 -901158233 1413907717 
2023704328 -1690591813 1643903303 
153696297 323893762 78925507 
144615189 -1327913842 960509922 
1533312766 2117730894 2067344526 
1978509365 -1593238223 1748819083 
-2102141714 -215278517 1023495696 
1244576671 -955774395 -1720644629 
1154876209 -1214407896 -774085261 
46873971 1542319492 1986877727 
810151584 -813882434 -780310457 
664721544 -1722787244 1422970029 
1869933779 -629159000 -414421612 
488981837 -1422299011 1348327992 
-1625682924 -782902080 1421310988 
1226475818 1199945121 -241325592 
-583987409 803602904 -944641282 
611700946 1303900935 -1703070203 
-1247123339 1310278093 -132679326 
1592354817 1299761678 455162445 
-1945066766 1133019414 -1446632661 
1786178532 -673764377 500233726 
-1128002508 -1629523152 1717170701 
-922160255 -1085887800 422802087 
-1773637684 1827633625 1513956783 
-560976611 -2129452522 1575626200 
-145692597 1887351913 -273537105 
-140144794 -2066064421 -434882510 
1089344210 1504958227 -601042705 
1131716739 -1965069820 59860323 
359264114 -387411267 -74136932 
-1280642304 965822798 249666924 
451126578 -313415623 415110915 
1978442178 2053537605 1027217206 
-124068799 1357431400 534800936 
-942368435 -575682115 -1535968586 
952123611 -283965020 1902814687 
-757868803 -959158167 -639195003 
-567654076 -1644255816 792073098 
1379017390 -42920817 398430737 
1612786769 -1837800202 -1099480613 
-1460208212 1722532425 919653148 
-351957602 -1763615691 1392360408 
-448398450 -556063744 -1414014589 
1348782063 911884540 -253980969 
-1879987044 -1345769765 468041190 
1391731775 -39839289 841361281 
-1262935065 -532813673 68300392 
-1689381949 -1951206814 -1713174751 
813174432 1417646958 545852886 
-392430717 1341476323 -1061266758 
-1451912469 -1330256625 -1328371212 
793543380 2139979514 158140655 
-1003269726 -821994448 465583690 
-978025127 2120306153 -634436403 
1235205915 -1416260982 -1424169998 
-590065196 121041902 -1225136515 
-1190942611 -1055491075 -1411893726 
611843752 -558761162 -573381858 
1021287514 -1582245867 -2056582608 
1432934004 491583400 -1375566530 
735249182 -240570751 1861450971 
244473848 694422742 899737326 
-205829781 -261676506 -1414653208 
1798921423 -162909483 1289010386 
1325651962 972055341 1033855950 
873347509 647637052 1207020673 
-251324119 -1795580317 275673972 
-872501632 -2069858625 -1385271359 
803015506 -229076967 -308844555 
-619174025 813428457 1008078535 
-300384719 1575028489 1041719756 
2138836772 2059722720 -572944974 
-1353905292 439268559 -1399880918 
809844551 1572934412 -105248886 
2025791221 1252291047 -1040483581 
-11857236 1290446291 1489725909 
-1638986178 2098971211 1963106512 
141453410 -916784179 1492279201 
-818360589 -1427062014 -750251370 
1846311383 839769699 85636761 
-9610251 -1004265349 694119061 
-955247126 889887597 -2022588946 
-1771664371 -806111542 -1443650152 
-586431686 388064156 -1257446459 
-1525351725 -1347623174 1500288805 
623193546 -327654955 -990765363 
-7125098 -1816054196 1665546878 
877007375 775625899 1630977221 
1094478936 -1835082730 148969 
1008362680 879820606 1235374929 
-2097093204 302033010 -1937229576 
-2094900728 -71528701 785484262 
-967923506 57534543 2066368395 
429573832 -700575482 -332467439 
707080644 -1102412726 -1557615443 
1253820151 -1194733606 -1990920520 
-1831536923 645313760 -706279518 
1669621740 -1414808998 1194844528 
1545753354 2022210824 -1160705825 
-610182780 -1625423739 -1924412501 
-870068643 -1984454314 432205877 
-240484343 -1841808624 -117441257 
-715504609 1582359092 -1814467442 
-708338560 758845912 1636044060 
-1293049464 1664647239 585505376 
1647892288 129832692 106986954 
1882317844 -626029592 133391329 
-1670537058 2139086947 -2075976063 
-949479344 -1044383965 -785954336 
-331914243 1417801196 295311054 
1238779822 -182613493 -724319978 
637823266 -474939537 1787567082 
1280767951 -1424407963 259333710 
-72775212 -613608893 1750080956 
-535836114 -857370544 -951877002 
823168622 890432251 383124752 
1779951693 -903660771 1116334190 
-1824490548 -974417770 257740445 
912936316 135469413 -917176286 
-71153917 -1006420527 -952636454 
767721126 -1315940339 1718468192 
-1518456246 1958773231 -134543270 
1939201308 -884528653 -1265916287 
-1053918946 -1924337266 -993955878 
1472122946 -869049466 269222171 
1158849457 2087880049 1733518636 
420528230 496737031 272924928 
1782299170 -829072749 29766375 
-1417480731 63370115 1824851554 
1736297397 -1257956967 1538231712 
10403233 1870014828 59244141 
1138260719 158089870 1312472985 
-1735074110 -1067319753 1736305861 
1637256048 472032823 -1607933080 
911080886 -560090470 249486721 
-1091233001 96970606 -1048898610 
-1562512306 -980796002 -2090029033 
-53043684 1634674181 -806288494 
1269242512 2051843711 2052048261 
-1376784874 -1781343369 764058817 
-1690085714 -781901368 -583790597 
-1919455523 204209482 -943158454 
-28237437 -580218735 -1916178050 
-1952114488 -427371586 -1649017358 
1255800807 81020954 665569086 
1040856885 -946386773 477306456 
-836084481 771001776 -448501616 
303668737 735984942 -1987067511 
864740373 356463264 -1718123094 
-1347156066 -1253385161 -1141297537 
-1519986896 66796225 -1338374722 
2010492939 1557720186 623719416 
-468794923 783953598 1512406348 
-1605966472 -1985150895 -2029986658 
1418717698 -1810142150 -1416816043 
-2076106633 -2138428619 527366009 
-2076531883 -800343298 1393338858 
-840802238 2027716409 -1197041051 
238545111 -1689834259 221556056 
-357675759 -1618221016 1381773141 
1464839223 2019169086 1987364735 
2138328505 1886911037 1846295987 
-202457231 -293971322 1732149393 
-914918179 1342165743 911078709 
-1083352608 -9908580 913604636 
-423226953 2119042289 125297254 
1145833577 1860393482 -1895373359 
-1299039907 196868998 -181175778 
-1412145943 618459168 -1222506303 
-575490345 1948656213 721817180 
-1737183881 1937586036 -52098509 
286197251 1866715785 -895358134 
-991280364 -680465416 626401256 
1862844386 1994673405 1588031488 
-1279421842 -571506475 -1587098490 
-1845027207 -658198239 -60106768 
731186145 -1473846908 296494055 
1318134935 1565001801 1049402931 
2112810057 829847531 -1871726988 
1890143446 -1475046453 1457777713 
-871628276 -1678369981 133389037 
1392092080 485570010 -555583929 
1014158575 -92243402 -278529469 
-1626826237 -1675998230 -1958351228 
-849877588 -1523993880 -1935265056 
1672884981 1573994951 -176182573 
127479324 305154305 -881597027 
-195531525 2058955502 1940679328 
-948666101 -1050113512 -1389265215 
-21333028 1838606998 -1330017655 
1804909228 152867550 -511877126 
-632372296 1807634056 -973149367 
2012512921 378263834 -1979227751 
265537472 -1823864203 2082710515 
-1441161267 900986306 350181143 
602782427 -1570502801 -1702713727 
